book_id,title,author,goodreads_url,review_text,review_rating,reviewer_id,reviewer_name,review_upvotes,review_downvotes,review_date,review_url,shelves,comment_count
3164,Yellow Wife,Sadeqa Johnson,https://www.goodreads.com/book/show/54304031-yellow-wife,Mock review 2 for Yellow Wife,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/54304031-yellow-wife/reviews/2,['fiction'],1
3255,Darius the Great Is Not Okay,Adib Khorram,https://www.goodreads.com/book/show/37506437-darius-the-great-is-not-okay,Mock review 1 for Darius the Great Is Not Okay,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/37506437-darius-the-great-is-not-okay/reviews/1,"['fiction', 'favorites']",2
3255,Darius the Great Is Not Okay,Adib Khorram,https://www.goodreads.com/book/show/37506437-darius-the-great-is-not-okay,Mock review 2 for Darius the Great Is Not Okay,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/37506437-darius-the-great-is-not-okay/reviews/2,['fiction'],1
3285,Four Treasures of the Sky,Jenny Tinghui Zhang,https://www.goodreads.com/book/show/55987334-four-treasures-of-the-sky,Mock review 1 for Four Treasures of the Sky,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/55987334-four-treasures-of-the-sky/reviews/1,"['fiction', 'favorites']",2
3285,Four Treasures of the Sky,Jenny Tinghui Zhang,https://www.goodreads.com/book/show/55987334-four-treasures-of-the-sky,Mock review 2 for Four Treasures of the Sky,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/55987334-four-treasures-of-the-sky/reviews/2,['fiction'],1
3294,Last Summer on State Street,Toya Wolfe,https://www.goodreads.com/book/show/58884738-last-summer-on-state-street,Mock review 1 for Last Summer on State Street,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/58884738-last-summer-on-state-street/reviews/1,"['fiction', 'favorites']",2
3294,Last Summer on State Street,Toya Wolfe,https://www.goodreads.com/book/show/58884738-last-summer-on-state-street,Mock review 2 for Last Summer on State Street,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/58884738-last-summer-on-state-street/reviews/2,['fiction'],1
3345,A Northern Light,Jennifer Donnelly,https://www.goodreads.com/book/show/64481.A_Northern_Light,Mock review 1 for A Northern Light,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/64481.A_Northern_Light/reviews/1,"['fiction', 'favorites']",2
3345,A Northern Light,Jennifer Donnelly,https://www.goodreads.com/book/show/64481.A_Northern_Light,Mock review 2 for A Northern Light,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/64481.A_Northern_Light/reviews/2,['fiction'],1
3378,Alif the Unseen,G. Willow Wilson,https://www.goodreads.com/book/show/13239822-alif-the-unseen,Mock review 1 for Alif the Unseen,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/13239822-alif-the-unseen/reviews/1,"['fiction', 'favorites']",2
3378,Alif the Unseen,G. Willow Wilson,https://www.goodreads.com/book/show/13239822-alif-the-unseen,Mock review 2 for Alif the Unseen,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/13239822-alif-the-unseen/reviews/2,['fiction'],1
3438,Baby Teeth,Zoje Stage,https://www.goodreads.com/book/show/35410511-baby-teeth,Mock review 1 for Baby Teeth,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/35410511-baby-teeth/reviews/1,"['fiction', 'favorites']",2
3438,Baby Teeth,Zoje Stage,https://www.goodreads.com/book/show/35410511-baby-teeth,Mock review 2 for Baby Teeth,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/35410511-baby-teeth/reviews/2,['fiction'],1
3449,The Running Grave,Robert Galbraith,https://www.goodreads.com/book/show/139399948-the-running-grave,Mock review 1 for The Running Grave,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/139399948-the-running-grave/reviews/1,"['fiction', 'favorites']",2
3449,The Running Grave,Robert Galbraith,https://www.goodreads.com/book/show/139399948-the-running-grave,Mock review 2 for The Running Grave,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/139399948-the-running-grave/reviews/2,['fiction'],1
3566,Crossing to Safety,Wallace Stegner,https://www.goodreads.com/book/show/9820.Crossing_to_Safety,Mock review 1 for Crossing to Safety,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/9820.Crossing_to_Safety/reviews/1,"['fiction', 'favorites']",2
3566,Crossing to Safety,Wallace Stegner,https://www.goodreads.com/book/show/9820.Crossing_to_Safety,Mock review 2 for Crossing to Safety,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/9820.Crossing_to_Safety/reviews/2,['fiction'],1
3594,How to be both,Ali Smith,https://www.goodreads.com/book/show/20439328-how-to-be-both,Mock review 1 for How to be both,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/20439328-how-to-be-both/reviews/1,"['fiction', 'favorites']",2
3594,How to be both,Ali Smith,https://www.goodreads.com/book/show/20439328-how-to-be-both,Mock review 2 for How to be both,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/20439328-how-to-be-both/reviews/2,['fiction'],1
3659,The Women Could Fly,Megan Giddings,https://www.goodreads.com/book/show/59629560-the-women-could-fly,Mock review 1 for The Women Could Fly,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/59629560-the-women-could-fly/reviews/1,"['fiction', 'favorites']",2
3659,The Women Could Fly,Megan Giddings,https://www.goodreads.com/book/show/59629560-the-women-could-fly,Mock review 2 for The Women Could Fly,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/59629560-the-women-could-fly/reviews/2,['fiction'],1
3708,The Wild Robot,Peter Brown,https://www.goodreads.com/book/show/38901679-the-wild-robot-1-2,Mock review 1 for The Wild Robot,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/38901679-the-wild-robot-1-2/reviews/1,"['fiction', 'favorites']",2
3708,The Wild Robot,Peter Brown,https://www.goodreads.com/book/show/38901679-the-wild-robot-1-2,Mock review 2 for The Wild Robot,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/38901679-the-wild-robot-1-2/reviews/2,['fiction'],1
3739,The Shepherd's Crown,Terry Pratchett,https://www.goodreads.com/book/show/22886868-the-shepherd-s-crown,Mock review 1 for The Shepherd's Crown,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/22886868-the-shepherd-s-crown/reviews/1,"['fiction', 'favorites']",2
3739,The Shepherd's Crown,Terry Pratchett,https://www.goodreads.com/book/show/22886868-the-shepherd-s-crown,Mock review 2 for The Shepherd's Crown,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/22886868-the-shepherd-s-crown/reviews/2,['fiction'],1
3841,Under the Never Sky,Veronica Rossi,https://www.goodreads.com/book/show/17616704-brooke,Mock review 1 for Under the Never Sky,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/17616704-brooke/reviews/1,"['fiction', 'favorites']",2
3841,Under the Never Sky,Veronica Rossi,https://www.goodreads.com/book/show/17616704-brooke,Mock review 2 for Under the Never Sky,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/17616704-brooke/reviews/2,['fiction'],1
4061,The Winemaker's Wife,Kristin Harmel,https://www.goodreads.com/book/show/42201870-the-winemaker-s-wife,Mock review 1 for The Winemaker's Wife,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/42201870-the-winemaker-s-wife/reviews/1,"['fiction', 'favorites']",2
4061,The Winemaker's Wife,Kristin Harmel,https://www.goodreads.com/book/show/42201870-the-winemaker-s-wife,Mock review 2 for The Winemaker's Wife,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/42201870-the-winemaker-s-wife/reviews/2,['fiction'],1
4131,The Future Of Another Timeline,Annalee Newitz,https://www.goodreads.com/book/show/43263237-the-future-of-another-timeline,Mock review 1 for The Future Of Another Timeline,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/43263237-the-future-of-another-timeline/reviews/1,"['fiction', 'favorites']",2
4131,The Future Of Another Timeline,Annalee Newitz,https://www.goodreads.com/book/show/43263237-the-future-of-another-timeline,Mock review 2 for The Future Of Another Timeline,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/43263237-the-future-of-another-timeline/reviews/2,['fiction'],1
4154,King and the Dragonflies,Kacen Callender,https://www.goodreads.com/book/show/44575111-king-and-the-dragonflies,Mock review 1 for King and the Dragonflies,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/44575111-king-and-the-dragonflies/reviews/1,"['fiction', 'favorites']",2
4154,King and the Dragonflies,Kacen Callender,https://www.goodreads.com/book/show/44575111-king-and-the-dragonflies,Mock review 2 for King and the Dragonflies,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/44575111-king-and-the-dragonflies/reviews/2,['fiction'],1
4286,A Pho Love Story,Loan Le,https://www.goodreads.com/book/show/54238295-a-pho-love-story,Mock review 1 for A Pho Love Story,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/54238295-a-pho-love-story/reviews/1,"['fiction', 'favorites']",2
4286,A Pho Love Story,Loan Le,https://www.goodreads.com/book/show/54238295-a-pho-love-story,Mock review 2 for A Pho Love Story,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/54238295-a-pho-love-story/reviews/2,['fiction'],1
4349,The Sparrow,Mary Doria Russell,https://www.goodreads.com/book/show/334176.The_Sparrow,Mock review 1 for The Sparrow,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/334176.The_Sparrow/reviews/1,"['fiction', 'favorites']",2
4349,The Sparrow,Mary Doria Russell,https://www.goodreads.com/book/show/334176.The_Sparrow,Mock review 2 for The Sparrow,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/334176.The_Sparrow/reviews/2,['fiction'],1
4409,A Murder is Announced,Agatha Christie,https://www.goodreads.com/book/show/52711034-a-murder-is-announced,Mock review 1 for A Murder is Announced,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/52711034-a-murder-is-announced/reviews/1,"['fiction', 'favorites']",2
4409,A Murder is Announced,Agatha Christie,https://www.goodreads.com/book/show/52711034-a-murder-is-announced,Mock review 2 for A Murder is Announced,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/52711034-a-murder-is-announced/reviews/2,['fiction'],1
4434,The Princess Bride,William Goldman,https://www.goodreads.com/book/show/21787.The_Princess_Bride,Mock review 1 for The Princess Bride,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/21787.The_Princess_Bride/reviews/1,"['fiction', 'favorites']",2
4434,The Princess Bride,William Goldman,https://www.goodreads.com/book/show/21787.The_Princess_Bride,Mock review 2 for The Princess Bride,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/21787.The_Princess_Bride/reviews/2,['fiction'],1
4630,Marrying the Ketchups,Jennifer Close,https://www.goodreads.com/book/show/58537243-marrying-the-ketchups,Mock review 1 for Marrying the Ketchups,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/58537243-marrying-the-ketchups/reviews/1,"['fiction', 'favorites']",2
4630,Marrying the Ketchups,Jennifer Close,https://www.goodreads.com/book/show/58537243-marrying-the-ketchups,Mock review 2 for Marrying the Ketchups,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/58537243-marrying-the-ketchups/reviews/2,['fiction'],1
4644,The Weight of Blood,Tiffany D. Jackson,https://www.goodreads.com/book/show/59816818-the-weight-of-blood,Mock review 1 for The Weight of Blood,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/59816818-the-weight-of-blood/reviews/1,"['fiction', 'favorites']",2
4644,The Weight of Blood,Tiffany D. Jackson,https://www.goodreads.com/book/show/59816818-the-weight-of-blood,Mock review 2 for The Weight of Blood,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/59816818-the-weight-of-blood/reviews/2,['fiction'],1
4756,Kings Rising,C. S. Pacat,https://www.goodreads.com/book/show/17158532-kings-rising,Mock review 1 for Kings Rising,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/17158532-kings-rising/reviews/1,"['fiction', 'favorites']",2
4756,Kings Rising,C. S. Pacat,https://www.goodreads.com/book/show/17158532-kings-rising,Mock review 2 for Kings Rising,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/17158532-kings-rising/reviews/2,['fiction'],1
4895,"The Galaxy, and the Ground Within",Becky Chambers,https://www.goodreads.com/book/show/50209317-the-galaxy-and-the-ground-within,"Mock review 1 for The Galaxy, and the Ground Within",5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/50209317-the-galaxy-and-the-ground-within/reviews/1,"['fiction', 'favorites']",2
4895,"The Galaxy, and the Ground Within",Becky Chambers,https://www.goodreads.com/book/show/50209317-the-galaxy-and-the-ground-within,"Mock review 2 for The Galaxy, and the Ground Within",4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/50209317-the-galaxy-and-the-ground-within/reviews/2,['fiction'],1
4909,Fish in a Tree,Lynda Mullaly Hunt,https://www.goodreads.com/book/show/22402972-fish-in-a-tree,Mock review 1 for Fish in a Tree,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/22402972-fish-in-a-tree/reviews/1,"['fiction', 'favorites']",2
4909,Fish in a Tree,Lynda Mullaly Hunt,https://www.goodreads.com/book/show/22402972-fish-in-a-tree,Mock review 2 for Fish in a Tree,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/22402972-fish-in-a-tree/reviews/2,['fiction'],1
4915,Mixed Signals,B.K. Borison,https://www.goodreads.com/book/show/121764710-mixed-signals,Mock review 1 for Mixed Signals,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/121764710-mixed-signals/reviews/1,"['fiction', 'favorites']",2
4915,Mixed Signals,B.K. Borison,https://www.goodreads.com/book/show/121764710-mixed-signals,Mock review 2 for Mixed Signals,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/121764710-mixed-signals/reviews/2,['fiction'],1
4935,Okay for Now,Gary D. Schmidt,https://www.goodreads.com/book/show/9165406-okay-for-now,Mock review 1 for Okay for Now,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/9165406-okay-for-now/reviews/1,"['fiction', 'favorites']",2
4935,Okay for Now,Gary D. Schmidt,https://www.goodreads.com/book/show/9165406-okay-for-now,Mock review 2 for Okay for Now,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/9165406-okay-for-now/reviews/2,['fiction'],1
4964,Yellow Crocus,Laila Ibrahim,https://www.goodreads.com/book/show/49571051-golden-poppies,Mock review 1 for Yellow Crocus,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/49571051-golden-poppies/reviews/1,"['fiction', 'favorites']",2
4964,Yellow Crocus,Laila Ibrahim,https://www.goodreads.com/book/show/49571051-golden-poppies,Mock review 2 for Yellow Crocus,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/49571051-golden-poppies/reviews/2,['fiction'],1
4987,The Do-Over,Lynn Painter,https://www.goodreads.com/book/show/51035594-the-do-over,Mock review 1 for The Do-Over,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/51035594-the-do-over/reviews/1,"['fiction', 'favorites']",2
4987,The Do-Over,Lynn Painter,https://www.goodreads.com/book/show/51035594-the-do-over,Mock review 2 for The Do-Over,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/51035594-the-do-over/reviews/2,['fiction'],1
5007,Girl with a Pearl Earring,Tracy Chevalier,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,Mock review 1 for Girl with a Pearl Earring,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring/reviews/1,"['fiction', 'favorites']",2
5007,Girl with a Pearl Earring,Tracy Chevalier,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,Mock review 2 for Girl with a Pearl Earring,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring/reviews/2,['fiction'],1
5176,Will They or Won't They,Ava Wilder,https://www.goodreads.com/book/show/62562854-will-they-or-won-t-they,Mock review 1 for Will They or Won't They,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/62562854-will-they-or-won-t-they/reviews/1,"['fiction', 'favorites']",2
5176,Will They or Won't They,Ava Wilder,https://www.goodreads.com/book/show/62562854-will-they-or-won-t-they,Mock review 2 for Will They or Won't They,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/62562854-will-they-or-won-t-they/reviews/2,['fiction'],1
5202,The Code of the Woosters,P. G. Wodehouse,https://www.goodreads.com/book/show/9858081-the-code-of-the-woosters,Mock review 1 for The Code of the Woosters,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/9858081-the-code-of-the-woosters/reviews/1,"['fiction', 'favorites']",2
5202,The Code of the Woosters,P. G. Wodehouse,https://www.goodreads.com/book/show/9858081-the-code-of-the-woosters,Mock review 2 for The Code of the Woosters,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/9858081-the-code-of-the-woosters/reviews/2,['fiction'],1
5236,Godkiller,Hannah Kaner,https://www.goodreads.com/book/show/61244268-godkiller,Mock review 1 for Godkiller,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/61244268-godkiller/reviews/1,"['fiction', 'favorites']",2
5236,Godkiller,Hannah Kaner,https://www.goodreads.com/book/show/61244268-godkiller,Mock review 2 for Godkiller,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/61244268-godkiller/reviews/2,['fiction'],1
5472,On the Banks of Plum Creek,Laura Ingalls Wilder,https://www.goodreads.com/book/show/123791423-on-the-banks-of-plum-creek-author,Mock review 1 for On the Banks of Plum Creek,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/123791423-on-the-banks-of-plum-creek-author/reviews/1,"['fiction', 'favorites']",2
5472,On the Banks of Plum Creek,Laura Ingalls Wilder,https://www.goodreads.com/book/show/123791423-on-the-banks-of-plum-creek-author,Mock review 2 for On the Banks of Plum Creek,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/123791423-on-the-banks-of-plum-creek-author/reviews/2,['fiction'],1
5503,Thirst for Salt,Madelaine Lucas,https://www.goodreads.com/book/show/61340225-thirst-for-salt,Mock review 1 for Thirst for Salt,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/61340225-thirst-for-salt/reviews/1,"['fiction', 'favorites']",2
5503,Thirst for Salt,Madelaine Lucas,https://www.goodreads.com/book/show/61340225-thirst-for-salt,Mock review 2 for Thirst for Salt,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/61340225-thirst-for-salt/reviews/2,['fiction'],1
5560,Dealing with Dragons,Patricia C. Wrede,https://www.goodreads.com/book/show/150739.Dealing_with_Dragons,Mock review 1 for Dealing with Dragons,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/150739.Dealing_with_Dragons/reviews/1,"['fiction', 'favorites']",2
5560,Dealing with Dragons,Patricia C. Wrede,https://www.goodreads.com/book/show/150739.Dealing_with_Dragons,Mock review 2 for Dealing with Dragons,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/150739.Dealing_with_Dragons/reviews/2,['fiction'],1
5566,A Graveyard for Lunatics,Ray Bradbury,https://www.goodreads.com/book/show/141592510-a-graveyard-for-lunatics-paperback-import-1991,Mock review 1 for A Graveyard for Lunatics,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/141592510-a-graveyard-for-lunatics-paperback-import-1991/reviews/1,"['fiction', 'favorites']",2
5566,A Graveyard for Lunatics,Ray Bradbury,https://www.goodreads.com/book/show/141592510-a-graveyard-for-lunatics-paperback-import-1991,Mock review 2 for A Graveyard for Lunatics,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/141592510-a-graveyard-for-lunatics-paperback-import-1991/reviews/2,['fiction'],1
5581,The Blue Bistro,Elin Hilderbrand,https://www.goodreads.com/book/show/152695.The_Blue_Bistro,Mock review 1 for The Blue Bistro,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/152695.The_Blue_Bistro/reviews/1,"['fiction', 'favorites']",2
5581,The Blue Bistro,Elin Hilderbrand,https://www.goodreads.com/book/show/152695.The_Blue_Bistro,Mock review 2 for The Blue Bistro,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/152695.The_Blue_Bistro/reviews/2,['fiction'],1
5629,The Accident Season,Moïra Fowley-Doyle,https://www.goodreads.com/book/show/23346358-the-accident-season,Mock review 1 for The Accident Season,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/23346358-the-accident-season/reviews/1,"['fiction', 'favorites']",2
5629,The Accident Season,Moïra Fowley-Doyle,https://www.goodreads.com/book/show/23346358-the-accident-season,Mock review 2 for The Accident Season,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/23346358-the-accident-season/reviews/2,['fiction'],1
5649,The Accidental,Ali Smith,https://www.goodreads.com/book/show/127630.The_Accidental,Mock review 1 for The Accidental,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/127630.The_Accidental/reviews/1,"['fiction', 'favorites']",2
5649,The Accidental,Ali Smith,https://www.goodreads.com/book/show/127630.The_Accidental,Mock review 2 for The Accidental,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/127630.The_Accidental/reviews/2,['fiction'],1
5886,The Foundling,Ann Leary,https://www.goodreads.com/book/show/59366094-the-foundling,Mock review 1 for The Foundling,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/59366094-the-foundling/reviews/1,"['fiction', 'favorites']",2
5886,The Foundling,Ann Leary,https://www.goodreads.com/book/show/59366094-the-foundling,Mock review 2 for The Foundling,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/59366094-the-foundling/reviews/2,['fiction'],1
5904,The Sea of Tranquility,Katja Millay,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,Mock review 1 for The Sea of Tranquility,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility/reviews/1,"['fiction', 'favorites']",2
5904,The Sea of Tranquility,Katja Millay,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,Mock review 2 for The Sea of Tranquility,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility/reviews/2,['fiction'],1
5973,The Bands of Mourning,Brandon Sanderson,https://www.goodreads.com/book/show/18739426-the-bands-of-mourning,Mock review 1 for The Bands of Mourning,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/18739426-the-bands-of-mourning/reviews/1,"['fiction', 'favorites']",2
5973,The Bands of Mourning,Brandon Sanderson,https://www.goodreads.com/book/show/18739426-the-bands-of-mourning,Mock review 2 for The Bands of Mourning,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/18739426-the-bands-of-mourning/reviews/2,['fiction'],1
6206,The Uncoupling,Meg Wolitzer,https://www.goodreads.com/book/show/8943906-the-uncoupling,Mock review 1 for The Uncoupling,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/8943906-the-uncoupling/reviews/1,"['fiction', 'favorites']",2
6206,The Uncoupling,Meg Wolitzer,https://www.goodreads.com/book/show/8943906-the-uncoupling,Mock review 2 for The Uncoupling,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/8943906-the-uncoupling/reviews/2,['fiction'],1
6218,In the Wild Light,Jeff Zentner,https://www.goodreads.com/book/show/44287012-in-the-wild-light,Mock review 1 for In the Wild Light,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/44287012-in-the-wild-light/reviews/1,"['fiction', 'favorites']",2
6218,In the Wild Light,Jeff Zentner,https://www.goodreads.com/book/show/44287012-in-the-wild-light,Mock review 2 for In the Wild Light,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/44287012-in-the-wild-light/reviews/2,['fiction'],1
6315,Only the Good Spy Young,Ally Carter,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young,Mock review 1 for Only the Good Spy Young,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young/reviews/1,"['fiction', 'favorites']",2
6315,Only the Good Spy Young,Ally Carter,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young,Mock review 2 for Only the Good Spy Young,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young/reviews/2,['fiction'],1
6362,Murder in G Major,Alexia Gordon,https://www.goodreads.com/book/show/30255243-murder-in-g-major,Mock review 1 for Murder in G Major,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/30255243-murder-in-g-major/reviews/1,"['fiction', 'favorites']",2
6362,Murder in G Major,Alexia Gordon,https://www.goodreads.com/book/show/30255243-murder-in-g-major,Mock review 2 for Murder in G Major,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/30255243-murder-in-g-major/reviews/2,['fiction'],1
