book_id,title,author,goodreads_url
100037,The Mystery of the Blue Train,Agatha Christie,https://www.goodreads.com/book/show/223469077-the-mystery-of-the-blue-train
100038,The House of the Seven Gables,Nathaniel Hawthorne,https://www.goodreads.com/book/show/90192.The_House_of_the_Seven_Gables
100039,The Tenant of Wildfell Hall,Anne Bronte,https://www.goodreads.com/book/show/254746.The_Tenant_of_Wildfell_Hall_Volume_II_EasyRead_Edition_
100041,The House at Pooh Corner,"A,A Milne",https://www.goodreads.com/book/show/64418025-the-house-at-pooh-corner
100044,The Secret Adversary,Agatha Christie,https://www.goodreads.com/book/show/28203903-the-secret-adversary
100045,At the Mountains of Madness,H.P. Lovecraft,https://www.goodreads.com/book/show/32767.At_the_Mountains_of_Madness
100046,The Lost World,Arthur Conan Doyle,
100048,The Secret sharer,Joseph Conrad,https://www.goodreads.com/book/show/75697185-the-secret-sharer
100049,O Pioneers!,Willa Cather,https://www.goodreads.com/book/show/5844400-my-antonia-o-pioneers
100050,The Beautiful and Damned,F.Scott Fitzgerald,https://www.goodreads.com/book/show/221552400-the-beautiful-and-the-damned-by-f-scott-fitzgerald
100051,The Secret of Chimneys,Agatha Christie,https://www.goodreads.com/book/show/17795742-the-man-in-the-brown-suit-the-secret-of-chimneys
100052,The Rainbow,D.H. Lawrence,https://www.goodreads.com/book/show/31491.The_Rainbow
100053,Lady Susan,Jane Austen,https://www.goodreads.com/book/show/43193003-lady-susan
100054,The Thirty-Nine Steps,John Buchan,
100055,Babbitt,Sinclair Lewis,https://www.goodreads.com/book/show/169718.Babbitt
100056,The Confidence-Man: His Masquerade,Herman Melville,https://www.goodreads.com/book/show/144288534-the-confidence-man
100058,My Father's Dragon,Ruth Stiles Gannett,https://www.goodreads.com/book/show/962781.The_Dragons_of_Blueland
100060,The Napoleon of Notting Hill,G.K. Chesterton,https://www.goodreads.com/book/show/33642494-the-napoleon-of-notting-hill
100063,The Four Million,O. Henry,https://www.goodreads.com/book/show/33111609-the-four-million-by-o-henry
100065,The Iron Heel,Jack London,https://www.goodreads.com/book/show/204424477-the-iron-heel-jack-london
100066,Emily of New Moon,Lucy Maud Montgomery,
100067,The Good Soldier,Ford Madox Ford,
100068,Agnes Grey,Anne Bronte,
100070,The House on the Borderland,William Hope Hodgson,https://www.goodreads.com/book/show/634041.The_House_on_the_Borderland_and_Other_Novels
100071,The Black Tulip,Alexandre Dumas,https://www.goodreads.com/book/show/7182.The_Black_Tulip
100072,Resurrection,Leo Tolstoy,
100073,Letters of Two Brides,Honore de Balzac,https://www.goodreads.com/book/show/1991721.Letters_of_Two_Brides
100074,Three Soldiers,John Dos Passos,https://www.goodreads.com/book/show/162898384-three-soldiers
100075,Little Fuzzy,H. Beam Piper,
100077,Under Western Eyes,Joseph Conrad,
100078,An Old-Fashioned Girl,Louisa May Alcott,https://www.goodreads.com/book/show/62919200-an-old-fashioned-girl
100080,Anne of Avonlea,E. Nesbit,
100081,The Gods of Mars,Edgar Rice Burroughs,https://www.goodreads.com/book/show/841973.The_Gods_of_Mars
100082,Castle Rackrent,Maria Edgeworth,https://www.goodreads.com/book/show/305203.Castle_Rackrent_and_Ennui
100083,The Deerslayer, James Fenimore Cooper,
100084,Night and Day,Virginia Woolf,https://www.goodreads.com/book/show/13219027-night-and-day-jacob-s-room
100085,The Red House Mystery,A. A. Milne,
100086,The Beetle: A Mystery,Richard Marsh,https://www.goodreads.com/book/show/223761239-the-beetle
100087,Terminal Compromise,Winn Schwartau,https://www.goodreads.com/book/show/199953056-terminal-compromise
100088,The Little Tame Prince and His Traveling Cloak,Dinah Craik,
100089,Tales of. Traveller,Washington Irving,https://www.goodreads.com/book/show/7554566-tales-of-a-traveller
100090,The King of Elfland's Daughter,Lord Dusany,
100091,The Voyage Out,Virginia Woolf,https://www.goodreads.com/book/show/148905.The_Voyage_Out
100092,The Wreck of the Titan,Morgan Robertson,https://www.goodreads.com/book/show/128676169-the-wreck-of-the-titan
100093,The Night Land,William Hope Hodgson,https://www.goodreads.com/book/show/970602.The_Night_Land
100094,Riders of the Purple Sage,Zane Grey,https://www.goodreads.com/book/show/7101473-riders-of-the-purple-sage-the-lone-star-ranger
100095,The Diary of a Nobody,George Grossmith,https://www.goodreads.com/book/show/230450573-the-diary-of-a-nobody
100096,The Light Princess,George MacDonald,https://www.goodreads.com/book/show/179576.The_Light_Princess_and_Other_Fairy_Stories
100097,The Riddle of the Sands,Erskine Childers,https://www.goodreads.com/book/show/406575.The_Riddle_of_the_Sands
100098,The Man of the Forest,Zane Grey,https://www.goodreads.com/book/show/121185.The_Man_of_the_Forest
100100,The Song of the Lark,Willa Cather,https://www.goodreads.com/book/show/48214.The_Song_of_the_Lark
100101,The Princess and the Goblin,George Macdonald,https://www.goodreads.com/book/show/444381.The_Princess_and_the_Goblin
100102,Toilers of the Sea,Victor Hugo,https://www.goodreads.com/book/show/146943.The_Toilers_of_the_Sea
100103,Eight Cousins,Louisa May Alcott,https://www.goodreads.com/book/show/222232006-eight-cousins-by-louisa-may-alcott
100104,The World Set Free,H.G. Wells,https://www.goodreads.com/book/show/718452.The_World_Set_Free
100106,The Variable Man,Philip K. Dick,https://www.goodreads.com/book/show/8734881-the-variable-man
100107,Five Weeks in a Balloon,Jules Verne,https://www.goodreads.com/book/show/12476289-five-weeks-in-a-balloon-by-jules-verne
100108,The Gadfly,Ethel Lilian Voynich,https://www.goodreads.com/book/show/9488435-the-gadfly
100109,A Pair of Blue Eyes,Thomas Hardy,https://www.goodreads.com/book/show/110077.A_Pair_of_Blue_Eyes
100110,The Spy,Paulo Coelho,https://www.goodreads.com/book/show/30686326-the-spy
100112,The Tower Treasure,Franklin W. Dixon,https://www.goodreads.com/book/show/87976.The_Tower_Treasure
100113,Deathworld,Harry Harrison,https://www.goodreads.com/book/show/1440196.Deathworld_Trilogy
100114,The Madonna of the Future,Henry James,https://www.goodreads.com/book/show/41084530-the-madonna-of-the-future
100115,The Martian: A Novel,Andy Weir,
100116,Roads of Destiny,OHenry,https://www.goodreads.com/book/show/157030800-roads-of-destiny
100117,Death Comes for the Archbishop,Willa Cather,
100118,The Haunted Hotel: A Mystery of Modern Venice,Wilkie Collins,https://www.goodreads.com/book/show/22395683-the-woman-in-white-illustrated-the-moonstone-the-haunted-hotel
100119,Jacob's Room,Virginia Woolf,https://www.goodreads.com/book/show/13219027-night-and-day-jacob-s-room
100120,The Legend of Sleepy Hollow,Washington Irving,https://www.goodreads.com/book/show/93261.The_Legend_of_Sleepy_Hollow
100122,Ann Veronica: A Modern Love Story,H.G. Wells,https://www.goodreads.com/book/show/67967848-ann-veronica
100123,Heidi,Johanna Spyri,
100124,At the Earth's Core,Edgar Rice Burroughs,
100125,Bleak House,Charles Dickens,https://www.goodreads.com/book/show/92883320-bleak-house-by-charles-dickens
100126,The City of the Sun,Tommaso Campanella,https://www.goodreads.com/book/show/277027.The_City_of_the_Sun
100127,The Longest Journey,E.M. Forster,https://www.goodreads.com/book/show/8324762-the-longest-journey-and-other-works-by-e-m-forster
100128,The Mummy's Foot,Theophile Gautier,https://www.goodreads.com/book/show/1397901.The_Mummy_s_Foot
100129,The Queen of Hearts,Wilkie Collins,https://www.goodreads.com/book/show/12853227-the-queen-of-hearts-by-wilkie-collins
100130,Cousin Betty,Honore de Balzac,
100131,The End of the Tether,Joseph Conrad,https://www.goodreads.com/book/show/2083902.The_End_of_the_Tether
100132,Love Among the Chickens,P.G. Wodehouse,https://www.goodreads.com/book/show/6146270-love-among-the-chickens
100134,First Lensman,E.E. Smith,
100135,The Samurai Strategy,Thomas Hoover,https://www.goodreads.com/book/show/9434199-the-samurai-strategy
100136,Ninety-Three,Victor Hugo,
100137,The Grand Babylon Hotel,Arnold Bennett,https://www.goodreads.com/book/show/9192786-the-grand-babylon-hotel-and-other-works
100138,Cabbages and Kings,O. Henry,https://www.goodreads.com/book/show/31668482-cabbages-and-kings-novel-by
100139,The Last Days of Pompeii,Edward Bulwer Lytton,https://www.goodreads.com/book/show/11055977-the-last-days-of-pompeii-by-edward-bulwer-lytton
100140,Queen of the Black Coast,Robert E. Howard,https://www.goodreads.com/book/show/4379197-queen-of-the-black-coast
100141,The Hill of Dreams,Arthur Machen,https://www.goodreads.com/book/show/59390.The_Great_God_Pan_and_The_Hill_of_Dreams
100142,A Simple Story,Elizabeth Inchbald,https://www.goodreads.com/book/show/739793.A_Simple_Story
100143,Marjorie's New Friend,Carolyn Wells,https://www.goodreads.com/book/show/4210779-marjorie-s-new-friend
100144,Queen Hildegarde,Laura E. Richards,https://www.goodreads.com/book/show/201798696-queen-hildegarde
100145,The Rich Little Poor Boy,Eleanor Gates,https://www.goodreads.com/book/show/13261768-the-rich-little-poor-boy
100146,At the Back of the North Wind,George MacDonald,https://www.goodreads.com/book/show/269713.At_the_Back_of_the_North_Wind
100147,What Masie Knew,Henry James,https://www.goodreads.com/book/show/208657414-what-masie-knew
100148,The Magnificent Ambersons,Booth Tarkington,https://www.goodreads.com/book/show/64270113-the-magnificent-ambersons-by-booth-tarkington
100149,The Getting of Wisdom,Henry Handel Richardson,https://www.goodreads.com/book/show/673234.The_Getting_of_Wisdom
100150,The Mystery of the Sea,Bram Stoker,https://www.goodreads.com/book/show/202697753-bram-stoker---the-mystery-of-the-sea-english-edition
100151,The Children of the New Forest,Frederick Marryat,https://www.goodreads.com/book/show/108529933-the-children-of-new-forest-stage-2
100152,The Beautiful and Damned,F.Scott Fitzgerald,https://www.goodreads.com/book/show/221552400-the-beautiful-and-the-damned-by-f-scott-fitzgerald
100153,The Fiend's Delight,Ambrose Bierce,https://www.goodreads.com/book/show/636529.The_Fiend_s_Delight
100154,Penrod,Booth Tarkington,https://www.goodreads.com/book/show/8972146-penrod-jashber
100155,Space Viking,H. Beam Piper,https://www.goodreads.com/book/show/676237.Space_Viking
100156,The Long Roll,Mary Johnston,
100157,Three Lives,Gertrude Stein,https://www.goodreads.com/book/show/993525.Three_Lives_Q_E_D_
100158,Small Souls,Louis Couperus,https://www.goodreads.com/book/show/231587493-small-souls
100159,A Great Reckoning,Louise Penny,
100160,One of Ours,Willa Cather,https://www.goodreads.com/book/show/48246.One_of_Ours
100161,The Little Lady of the Big House,Jack London,https://www.goodreads.com/book/show/363976.The_Little_Lady_of_the_Big_House
100162,Tom Swift in the Land of Wonders,Victor Appleton,https://www.goodreads.com/book/show/195106701-tom-swift-in-the-land-of-wonders
100163,A Fortunate Term,Angela Brazil,https://www.goodreads.com/book/show/8355777-a-fortunate-term
100164,The Gifts of Asti,Andre Norton,https://www.goodreads.com/book/show/11947870-the-gifts-of-asti
100165,The Shuttle,Frances Hodgson Burnett,https://www.goodreads.com/book/show/1057543.The_Shuttle
100166,The Red One,Jack London,https://www.goodreads.com/book/show/1119212.White_Fang_The_Red_One
100167,The Yellow Claw,Sax Rohner,https://www.goodreads.com/book/show/64668472-the-yellow-claw-sax-rohmer
100168,The Valley of the Moon,Jack London,https://www.goodreads.com/book/show/35993467-the-valley-of-the-moon
100169,The Mysterious Rider,Zane Grey,
100170,The Circular Staircase,Mary Roberts Rinehart,
100171,The Enchanted Castle,E. Nesbit,https://www.goodreads.com/book/show/97001772-the-enchanted-castle-by-e-nesbit
100172,Gullivers Travels,Jonathan Swift,
100173,The Lost Continent,C. J. Cutcliffe Hyne,https://www.goodreads.com/book/show/139625542-the-lost-continent
100174,Sky Island,L. Frank Baum,
100175,The Magic Skin,Honoré de Balzac,
100176,Father Goriot,Honoré de Balzac,https://www.goodreads.com/book/show/10106159-father-goriot-and-m-gobseck
100177,Thérèse Raquin,Émile Zola,https://www.goodreads.com/book/show/110871.Th_r_se_Raquin
100178,His Masterpiece,Émile Zola,
100179,The Fortune of the Rougons,Émile Zola,https://www.goodreads.com/book/show/55639833-the-fortune-of-the-rougons-by-emile-zola
100180,Pride and Prejudice,Jane Austen,
100181,A Christmas Carol in Prose; Being a Ghost Story of Christmas,Charles Dickens,https://www.goodreads.com/book/show/223232418-a-christmas-carol-in-prose-being-a-ghost-story-of-christmas-by-charles
100182,Cranford,Elizabeth Cleghorn Gaskell,https://www.goodreads.com/book/show/164583913-cranford
100183,Dracula,Bram Stoker,
100184,Crime and Punishment,Fyodor Dostoyevsky,https://www.goodreads.com/book/show/228637685-crime-and-punishment-by-fyodor-dostoyevsky
100185,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,https://www.goodreads.com/book/show/18801325-the-strange-case-of-dr-jekyll-mr-hyde-and-kidnapped
100186,The Scarlet Letter,Nathaniel Hawthorne,
100187,The Wonderful Wizard of Oz,L. Frank Baum,https://www.goodreads.com/book/show/20774764-the-wonderful-wizard-of-oz
100188,Wuthering Heights ,Emily Brontë,
100189,"The Adventures of Tom Sawyer, Complete",Mark Twain,https://www.goodreads.com/book/show/196840549-the-adventures-of-tom-sawyer
100190,Carmilla,Joseph Sheridan Le Fanu,
100191,Treasure Island,Robert Louis Stevenson,https://www.goodreads.com/book/show/28250754-treasure-island
100192,Notes from the Underground,Fyodor Dostoyevsky,
100193,The War of the Worlds,H. G. Wells,https://www.goodreads.com/book/show/41072298-the-war-of-the-worlds-other-h-g-wells-classic-books
100194,Sense and Sensibility,Jane Austen,
100196,The Jungle,Upton Sinclair,
100197,A Connecticut Yankee in King Arthur's Court,Mark Twain,https://www.goodreads.com/book/show/34110665-roughing-it-a-connecticut-yankee-in-king-arthur-s-court-by-mark-twain
100198,The Invisible Man: A Grotesque Romance ,H. G. Wells,https://www.goodreads.com/book/show/36731428-the-invisible-man
100199,This Side of Paradise ,F. Scott Fitzgerald,https://www.goodreads.com/book/show/58470028-the-great-gatsby-and-this-side-of-paradise-by-f-scott-fitzgerald
100200,Twenty Thousand Leagues under the Sea ,Jules Verne,https://www.goodreads.com/book/show/210726463-twenty-thousand-leagues-under-the-sea
100201,Now we are six,A. A. Milne,
100202,The Idiot ,Fyodor Dostoyevsky,
100203,The Turn of the Screw,Henry James,https://www.goodreads.com/book/show/15924989-daisy-miller-and-the-turn-of-the-screw
100204,The Castle of Otranto,Horace Walpole,
100205,Mrs. Dalloway ,Virginia Woolf,https://www.goodreads.com/book/show/7942566-mrs-dalloway-a-room-of-one-s-own
100206,Peter and Wendy ,J. M. Barrie,https://www.goodreads.com/book/show/19086135-peter-pan-and-wendy-by-j-m-barrie
100207,Herland ,Charlotte Perkins Gilman,
100208,Anne of Avonlea,L. M. Montgomery,
100209,The Murder on the Links,Agatha Christie,https://www.goodreads.com/book/show/55670636-the-murder-on-the-links-by-agatha-christie
100210,A Princess of Mars,Edgar Rice Burroughs,https://www.goodreads.com/book/show/40395.A_Princess_of_Mars
100211,Silas Marner ,George Eliot,https://www.goodreads.com/book/show/54539.Silas_Marner
100212,Far from the Madding Crowd,Thomas Hardy,https://www.goodreads.com/book/show/216852222-far-from-the-madding-crowd
100213,My Ántonia ,by Willa Cather,
100214,Lord Jim ,Joseph Conrad,
100215,The Professor ,Charlotte Brontë,https://www.goodreads.com/book/show/17209877-the-professor-and-poems
100216,The Sea-Wolf,Jack London,https://www.goodreads.com/book/show/213858778-the-sea-wolf-by-jack-london
100217,Adventures of Huckleberry Finn,Mark Twain,
100218,A Study in Scarlet,Arthur Conan Doyle,https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet
100219,Lodore,Mary Wollstonecraft Shelley,https://www.goodreads.com/book/show/6328849-lodore
100220,Northanger Abbey ,Jane Austen,
